Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Air India,24/9/2022,Bangalore,New Delhi,14:00,6:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,20:05,7:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,23:35,8:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,12:35,9:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,23:15,10:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,6:15,11:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,6:15,12:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,9:40,13:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,9:40,14:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,23:15,15:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,New Delhi,6:15,16:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,9:05,17:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,10:10,18:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,11:15,19:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,7:55,20:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,New Delhi,11:10,21:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,9:45,22:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,23:15,23:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,0:05,0:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,14:15,1:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,11:20,2:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,0:40,3:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,18:45,4:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,5:30,5:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,18:20,6:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,11:00,7:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,18:30,8:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,20:45,9:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,15:45,10:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,0:30,11:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,20:35,12:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,22:00,13:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,23:05,14:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Rajasthan,23:55,15:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,1:00,16:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,17:20,17:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Kolkata,Bangalore,4:10,18:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,13:55,19:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,8:35,20:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,12:50,21:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,19:05,22:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,1:40,23:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Delhi,Mumbai,7:40,0:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Rajasthan,9:30,1:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,18:25,2:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,New Delhi,21:55,3:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,11:00,4:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,Mumbai,20:25,5:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,0:10,6:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,12:00,7:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,New Delhi,11:35,8:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Kolkata,Bangalore,16:30,9:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,Mumbai,17:40,10:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Rajasthan,19:05,11:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,21:55,12:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,New Delhi,22:10,13:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Kolkata,Bangalore,22:50,14:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,Mumbai,23:40,15:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Mumbai,Rajasthan,0:40,16:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,Chennai,12:35,17:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,15:00,18:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,16:15,19:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,20:10,20:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,21:15,21:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,21:15,22:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,New Delhi,14:00,23:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Bangalore,20:05,0:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Mumbai,23:35,1:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,12:35,2:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,23:15,3:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,New Delhi,6:15,4:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Bangalore,6:15,5:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Mumbai,9:40,6:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,9:40,7:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,23:15,8:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,New Delhi,6:15,9:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Bangalore,9:05,10:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Mumbai,10:10,11:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Rajasthan,11:15,12:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,7:55,13:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,New Delhi,11:10,14:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Bangalore,9:45,15:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Mumbai,23:15,16:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,0:05,17:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,14:15,18:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,New Delhi,11:20,19:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Bangalore,0:40,20:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Mumbai,18:45,21:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Rajasthan,5:30,22:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,18:20,23:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,New Delhi,11:00,0:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Bangalore,18:30,1:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Mumbai,20:45,2:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,15:45,3:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,0:30,4:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,New Delhi,20:35,5:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Bangalore,22:00,6:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Mumbai,23:05,7:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Rajasthan,23:55,8:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,1:00,9:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,New Delhi,17:20,10:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Bangalore,4:10,11:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Mumbai,13:55,12:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,8:35,13:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,12:50,14:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,New Delhi,19:05,15:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Bangalore,1:40,16:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Mumbai,7:40,17:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,9:30,18:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,18:25,19:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,New Delhi,21:55,20:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Bangalore,11:00,21:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Mumbai,20:25,22:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,0:10,23:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Bangalore,Chennai,12:00,0:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,New Delhi,11:35,1:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Bangalore,16:30,2:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Mumbai,17:40,3:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,19:05,4:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,21:55,5:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Kolkata,New Delhi,22:10,6:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Bangalore,22:50,7:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Mumbai,23:40,8:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,0:40,9:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,12:35,10:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Kolkata,New Delhi,15:00,11:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Delhi,Bangalore,16:15,12:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Mumbai,Mumbai,20:10,13:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Bangalore,Rajasthan,21:15,14:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,Chennai,21:15,15:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,New Delhi,14:00,16:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Bangalore,20:05,17:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Mumbai,23:35,18:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,12:35,19:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,23:15,20:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Kolkata,New Delhi,6:15,21:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Bangalore,6:15,22:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Mumbai,9:40,23:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,9:40,0:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,23:15,1:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,New Delhi,6:15,2:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Bangalore,9:05,3:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Mumbai,10:10,4:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Rajasthan,11:15,5:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,7:55,6:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,New Delhi,11:10,7:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Delhi,Bangalore,9:45,8:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Mumbai,23:15,9:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,0:05,10:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,14:15,11:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,New Delhi,11:20,12:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Bangalore,0:40,13:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Mumbai,18:45,14:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Rajasthan,5:30,15:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,18:20,16:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,New Delhi,11:00,17:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Bangalore,18:30,18:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Mumbai,20:45,19:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Rajasthan,15:45,20:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,0:30,21:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Kolkata,New Delhi,20:35,22:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Bangalore,22:00,23:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Mumbai,23:05,0:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,23:55,1:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,1:00,2:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Kolkata,New Delhi,17:20,3:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Bangalore,4:10,4:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Mumbai,13:55,5:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,8:35,6:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,12:50,7:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,New Delhi,19:05,8:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Bangalore,1:40,9:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Mumbai,7:40,10:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,9:30,11:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,18:25,12:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,New Delhi,21:55,13:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Bangalore,11:00,14:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Mumbai,20:25,15:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,0:10,16:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,12:00,17:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,New Delhi,11:35,18:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Bangalore,16:30,19:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Mumbai,17:40,20:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,Rajasthan,19:05,21:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,21:55,22:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,New Delhi,22:10,23:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Delhi,Bangalore,22:50,0:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Mumbai,23:40,1:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Rajasthan,0:40,2:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,12:35,3:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,New Delhi,15:00,4:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Bangalore,16:15,5:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Mumbai,Mumbai,20:10,6:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,Rajasthan,21:15,7:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,21:15,8:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Kolkata,New Delhi,14:00,9:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Bangalore,20:05,10:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Mumbai,23:35,11:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,12:35,12:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,23:15,13:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Kolkata,New Delhi,6:15,14:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,Bangalore,6:15,15:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Mumbai,9:40,16:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,Rajasthan,9:40,17:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,23:15,18:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Kolkata,New Delhi,6:15,19:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Delhi,Bangalore,9:05,20:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Mumbai,10:10,21:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Rajasthan,11:15,22:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,Chennai,7:55,23:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,New Delhi,11:10,0:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Bangalore,9:45,1:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Mumbai,23:15,2:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,0:05,3:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,14:15,4:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,New Delhi,11:20,5:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Bangalore,0:40,6:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Mumbai,18:45,7:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,5:30,8:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Chennai,18:20,9:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,New Delhi,11:00,10:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Bangalore,18:30,11:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Mumbai,20:45,12:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,15:45,13:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Chennai,0:30,14:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,New Delhi,20:35,15:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Bangalore,22:00,16:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Mumbai,23:05,17:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Rajasthan,23:55,18:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Chennai,1:00,19:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,New Delhi,17:20,20:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Bangalore,4:10,21:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Mumbai,13:55,22:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,8:35,23:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Chennai,12:50,0:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,New Delhi,19:05,1:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Bangalore,1:40,2:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Mumbai,7:40,3:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Rajasthan,9:30,4:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Chennai,18:25,5:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,New Delhi,21:55,6:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Bangalore,11:00,7:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Mumbai,20:25,8:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,0:10,9:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Chennai,12:00,10:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,New Delhi,11:35,11:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Bangalore,16:30,12:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Mumbai,17:40,13:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Rajasthan,19:05,14:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Chennai,21:55,15:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,New Delhi,22:10,16:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Bangalore,22:50,17:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Mumbai,23:40,18:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Rajasthan,0:40,19:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Chennai,12:35,20:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,New Delhi,15:00,21:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Bangalore,16:15,22:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Mumbai,20:10,23:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,21:15,0:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Chennai,21:15,1:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,New Delhi,14:00,2:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Bangalore,20:05,3:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Mumbai,23:35,4:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,12:35,5:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Kolkata,Chennai,23:15,6:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,New Delhi,6:15,7:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Bangalore,6:15,8:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Mumbai,9:40,9:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,9:40,10:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Chennai,23:15,11:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Delhi,New Delhi,6:15,12:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Bangalore,9:05,13:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Mumbai,10:10,14:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Rajasthan,11:15,15:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Chennai,7:55,16:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,New Delhi,11:10,17:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Mumbai,Bangalore,9:45,18:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Bangalore,Mumbai,23:15,19:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Bangalore,Rajasthan,0:05,20:05,5h 30m,Non Stop,"12,506"
